Created on 11-28-2019,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1574802000000,2019-11-26 21:00:00,BTCUSD,7116.99,7165.5,7101.0,7105.66,107.1289341581
1574798400000,2019-11-26 20:00:00,BTCUSD,7081.27,7120.98,7069.91,7116.99,49.4574672796
1574794800000,2019-11-26 19:00:00,BTCUSD,7100.1,7126.48,7078.5,7081.27,55.5211657352
1574791200000,2019-11-26 18:00:00,BTCUSD,7088.34,7102.97,7034.71,7100.1,105.7357407565
1574787600000,2019-11-26 17:00:00,BTCUSD,7124.53,7124.53,7062.4,7088.34,46.73337847
1574784000000,2019-11-26 16:00:00,BTCUSD,7100.19,7148.08,7091.62,7124.53,84.4573918356
1574780400000,2019-11-26 15:00:00,BTCUSD,7071.57,7109.39,7056.52,7100.19,55.833652224
1574776800000,2019-11-26 14:00:00,BTCUSD,7058.11,7103.32,7028.27,7071.57,23.6149173882
1574773200000,2019-11-26 13:00:00,BTCUSD,7138.52,7138.52,7038.84,7058.11,90.8727631559
1574769600000,2019-11-26 12:00:00,BTCUSD,7172.3,7217.04,7104.25,7138.52,42.9337217998
1574766000000,2019-11-26 11:00:00,BTCUSD,7164.75,7210.68,7028.38,7172.3,66.1730321687
1574762400000,2019-11-26 10:00:00,BTCUSD,7148.12,7188.51,7148.12,7164.75,2.9667130518
1574758800000,2019-11-26 09:00:00,BTCUSD,7156.08,7186.85,7130.95,7148.12,28.88590754
1574755200000,2019-11-26 08:00:00,BTCUSD,7161.7,7263.4,7129.68,7156.08,54.5033558022
1574751600000,2019-11-26 07:00:00,BTCUSD,7160.46,7195.39,7129.82,7161.7,23.3663313393
1574748000000,2019-11-26 06:00:00,BTCUSD,7242.16,7338.99,7160.46,7160.46,61.5607940779
1574744400000,2019-11-26 05:00:00,BTCUSD,7192.53,7298.0,7192.53,7242.16,27.5856907962
1574740800000,2019-11-26 04:00:00,BTCUSD,7241.86,7246.95,7189.46,7192.53,7.956766779
1574737200000,2019-11-26 03:00:00,BTCUSD,7143.25,7244.2,7124.67,7241.86,32.0638458283
1574733600000,2019-11-26 02:00:00,BTCUSD,7169.59,7195.43,7129.35,7143.25,11.1328096248
1574730000000,2019-11-26 01:00:00,BTCUSD,7141.28,7192.32,7130.0,7169.59,42.9813753678
1574726400000,2019-11-26 00:00:00,BTCUSD,7121.7,7168.0,7083.99,7141.28,56.3180313551
1574722800000,2019-11-25 23:00:00,BTCUSD,7208.86,7213.17,7112.53,7121.7,64.3964063009
1574719200000,2019-11-25 22:00:00,BTCUSD,7213.3,7237.08,7188.71,7208.86,39.4267127308
1574715600000,2019-11-25 21:00:00,BTCUSD,7168.04,7232.08,7144.85,7213.3,58.3656771788
1574712000000,2019-11-25 20:00:00,BTCUSD,7208.7,7257.96,7132.5,7168.04,57.459335605
1574708400000,2019-11-25 19:00:00,BTCUSD,7270.09,7278.52,7189.1,7208.7,51.7523519287
1574704800000,2019-11-25 18:00:00,BTCUSD,7217.71,7283.06,7217.71,7270.09,91.8526389074
1574701200000,2019-11-25 17:00:00,BTCUSD,7220.0,7236.73,7172.5,7217.71,58.6880549491
1574697600000,2019-11-25 16:00:00,BTCUSD,7256.46,7376.9,7189.52,7220.0,140.2092185034
1574694000000,2019-11-25 15:00:00,BTCUSD,7165.1,7292.88,7165.1,7256.46,97.3748723873
1574690400000,2019-11-25 14:00:00,BTCUSD,7126.01,7226.57,7126.01,7165.1,45.5663540426
1574686800000,2019-11-25 13:00:00,BTCUSD,7124.09,7277.48,7106.51,7126.01,256.4169857417
1574683200000,2019-11-25 12:00:00,BTCUSD,6882.65,7224.01,6882.34,7124.09,364.636113286
1574679600000,2019-11-25 11:00:00,BTCUSD,6886.76,6959.27,6825.5,6882.65,74.1792833088
1574676000000,2019-11-25 10:00:00,BTCUSD,6752.56,6966.94,6722.8,6886.76,119.3096464555
1574672400000,2019-11-25 09:00:00,BTCUSD,6716.85,6795.01,6716.85,6752.56,41.1608026139
1574668800000,2019-11-25 08:00:00,BTCUSD,6683.01,6721.01,6650.01,6716.85,31.8858501901
1574665200000,2019-11-25 07:00:00,BTCUSD,6647.91,6727.74,6647.91,6683.01,68.8301132728
1574661600000,2019-11-25 06:00:00,BTCUSD,6538.84,6680.86,6538.83,6647.91,188.3265485994
1574658000000,2019-11-25 05:00:00,BTCUSD,6659.51,6677.05,6523.92,6538.84,231.0306172086
1574654400000,2019-11-25 04:00:00,BTCUSD,6682.52,6730.92,6605.0,6659.51,196.1120869753
1574650800000,2019-11-25 03:00:00,BTCUSD,6735.64,6780.05,6682.52,6682.52,95.4942237994
1574647200000,2019-11-25 02:00:00,BTCUSD,6717.67,6788.06,6687.79,6735.64,93.3975071871
1574643600000,2019-11-25 01:00:00,BTCUSD,6884.39,6944.4,6619.0,6717.67,212.9490302437
1574640000000,2019-11-25 00:00:00,BTCUSD,6912.89,6922.26,6814.59,6884.39,89.5299768597
1574636400000,2019-11-24 23:00:00,BTCUSD,7040.63,7044.0,6862.28,6912.89,155.5166670811
1574632800000,2019-11-24 22:00:00,BTCUSD,7045.78,7067.82,7008.57,7040.63,16.0352697954
1574629200000,2019-11-24 21:00:00,BTCUSD,7052.22,7099.1,7026.1,7045.78,29.5591776489
1574625600000,2019-11-24 20:00:00,BTCUSD,7038.56,7075.75,7007.07,7052.22,37.690618368
1574622000000,2019-11-24 19:00:00,BTCUSD,7080.59,7097.2,7021.0,7038.56,10.1369254311
1574618400000,2019-11-24 18:00:00,BTCUSD,7078.73,7104.88,7065.0,7080.59,27.6352188583
1574614800000,2019-11-24 17:00:00,BTCUSD,7027.98,7116.07,7020.15,7078.73,76.0589695804
1574611200000,2019-11-24 16:00:00,BTCUSD,6985.11,7031.0,6917.51,7027.98,79.8684022281
1574607600000,2019-11-24 15:00:00,BTCUSD,7068.52,7101.94,6973.06,6985.11,57.0039781641
1574604000000,2019-11-24 14:00:00,BTCUSD,7151.83,7177.33,7000.0,7068.52,128.9348310679
1574600400000,2019-11-24 13:00:00,BTCUSD,7150.05,7192.67,7129.99,7151.83,18.3723449551
1574596800000,2019-11-24 12:00:00,BTCUSD,7214.6,7214.66,7141.01,7150.05,34.3626426016
1574593200000,2019-11-24 11:00:00,BTCUSD,7126.08,7272.86,7126.08,7214.6,57.36285813
1574589600000,2019-11-24 10:00:00,BTCUSD,7255.12,7279.49,7110.01,7126.08,54.2408142586
1574586000000,2019-11-24 09:00:00,BTCUSD,7203.25,7273.73,7186.05,7255.12,18.76236473
1574582400000,2019-11-24 08:00:00,BTCUSD,7190.74,7233.53,7183.34,7203.25,8.9573842025
1574578800000,2019-11-24 07:00:00,BTCUSD,7208.12,7228.73,7180.86,7190.74,31.3266519621
1574575200000,2019-11-24 06:00:00,BTCUSD,7174.44,7233.18,7174.44,7208.12,11.99268236
1574571600000,2019-11-24 05:00:00,BTCUSD,7192.55,7202.17,7171.44,7174.44,16.461692486
1574568000000,2019-11-24 04:00:00,BTCUSD,7227.12,7233.62,7171.44,7192.55,13.8793836749
1574564400000,2019-11-24 03:00:00,BTCUSD,7255.83,7255.83,7207.05,7227.12,16.6988391095
1574560800000,2019-11-24 02:00:00,BTCUSD,7268.86,7291.12,7254.4,7255.83,14.5770502887
1574557200000,2019-11-24 01:00:00,BTCUSD,7254.96,7282.5,7249.01,7268.86,11.605779455
1574553600000,2019-11-24 00:00:00,BTCUSD,7329.11,7344.86,7238.84,7254.96,36.4418215404
1574550000000,2019-11-23 23:00:00,BTCUSD,7317.44,7334.41,7317.44,7329.11,19.9110902833
1574546400000,2019-11-23 22:00:00,BTCUSD,7285.26,7339.81,7275.4,7317.44,7.6541660613
1574542800000,2019-11-23 21:00:00,BTCUSD,7287.3,7303.29,7260.01,7285.26,31.7898490743
1574539200000,2019-11-23 20:00:00,BTCUSD,7291.25,7302.38,7260.0,7287.3,23.51091678
1574535600000,2019-11-23 19:00:00,BTCUSD,7316.9,7340.96,7286.82,7291.25,23.9363288899
1574532000000,2019-11-23 18:00:00,BTCUSD,7297.81,7339.23,7282.95,7316.9,21.50268946
1574528400000,2019-11-23 17:00:00,BTCUSD,7312.29,7317.68,7269.71,7297.81,48.6560092794
1574524800000,2019-11-23 16:00:00,BTCUSD,7304.63,7349.22,7243.95,7312.29,53.3849881501
1574521200000,2019-11-23 15:00:00,BTCUSD,7263.56,7341.4,7239.8,7304.63,48.6437522578
1574517600000,2019-11-23 14:00:00,BTCUSD,7188.67,7305.68,7185.46,7263.56,38.605201016
1574514000000,2019-11-23 13:00:00,BTCUSD,7160.15,7197.41,7160.15,7188.67,6.4907596932
1574510400000,2019-11-23 12:00:00,BTCUSD,7186.57,7204.94,7153.05,7160.15,4.3910228166
1574506800000,2019-11-23 11:00:00,BTCUSD,7176.22,7222.18,7176.21,7186.57,21.8211245508
1574503200000,2019-11-23 10:00:00,BTCUSD,7173.79,7208.2,7134.67,7176.22,1.2142048498
1574499600000,2019-11-23 09:00:00,BTCUSD,7149.5,7180.48,7112.51,7173.79,14.4566269069
1574496000000,2019-11-23 08:00:00,BTCUSD,7196.03,7228.97,7137.99,7149.5,43.2903246991
1574492400000,2019-11-23 07:00:00,BTCUSD,7230.97,7251.16,7187.78,7196.03,22.47892008
1574488800000,2019-11-23 06:00:00,BTCUSD,7219.15,7240.87,7200.9,7230.97,10.5031785108
1574485200000,2019-11-23 05:00:00,BTCUSD,7221.88,7253.54,7200.0,7219.15,18.737724186
1574481600000,2019-11-23 04:00:00,BTCUSD,7292.6,7308.8,7221.88,7221.88,46.9462920156
1574478000000,2019-11-23 03:00:00,BTCUSD,7265.0,7307.9,7252.51,7292.6,8.3210818679
1574474400000,2019-11-23 02:00:00,BTCUSD,7220.9,7287.87,7205.64,7265.0,51.8830753359
1574470800000,2019-11-23 01:00:00,BTCUSD,7220.01,7234.89,7190.0,7220.9,75.7715676304
1574467200000,2019-11-23 00:00:00,BTCUSD,7286.95,7295.08,7171.0,7220.01,112.774723165
1574463600000,2019-11-22 23:00:00,BTCUSD,7268.11,7312.07,7211.92,7286.95,60.2765655754
1574460000000,2019-11-22 22:00:00,BTCUSD,7334.77,7355.55,7236.95,7268.11,71.2871023703
1574456400000,2019-11-22 21:00:00,BTCUSD,7324.09,7365.86,7300.0,7334.77,239.970338271
1574452800000,2019-11-22 20:00:00,BTCUSD,7304.66,7389.22,7279.13,7324.09,76.9205731752
1574449200000,2019-11-22 19:00:00,BTCUSD,7238.17,7355.72,7196.0,7304.66,189.506343765
1574445600000,2019-11-22 18:00:00,BTCUSD,7149.85,7248.36,7131.0,7238.17,245.6327619321
1574442000000,2019-11-22 17:00:00,BTCUSD,7126.01,7176.22,7126.0,7149.85,138.8325748849
1574438400000,2019-11-22 16:00:00,BTCUSD,7125.02,7213.76,7097.31,7126.01,170.3689454652
1574434800000,2019-11-22 15:00:00,BTCUSD,7047.96,7149.07,7037.13,7125.02,273.6721100463
1574431200000,2019-11-22 14:00:00,BTCUSD,7037.02,7092.09,6789.0,7047.96,548.4309129123
1574427600000,2019-11-22 13:00:00,BTCUSD,7143.27,7143.27,6999.0,7037.02,136.9985874763
1574424000000,2019-11-22 12:00:00,BTCUSD,7082.72,7149.49,7071.2,7143.27,49.3518973224
1574420400000,2019-11-22 11:00:00,BTCUSD,7065.59,7158.88,7055.7,7082.72,130.2885879726
1574416800000,2019-11-22 10:00:00,BTCUSD,7392.46,7397.76,6935.73,7065.59,752.7503895225
1574413200000,2019-11-22 09:00:00,BTCUSD,7504.57,7511.95,7350.11,7392.46,107.8877345555
1574409600000,2019-11-22 08:00:00,BTCUSD,7538.93,7718.29,7503.39,7504.57,65.4800016288
1574406000000,2019-11-22 07:00:00,BTCUSD,7447.8,7566.36,7407.5,7538.93,54.6772384011
1574402400000,2019-11-22 06:00:00,BTCUSD,7556.69,7564.95,7441.0,7447.8,69.9871562214
1574398800000,2019-11-22 05:00:00,BTCUSD,7601.26,7614.04,7525.0,7556.69,26.996649796
1574395200000,2019-11-22 04:00:00,BTCUSD,7587.78,7625.26,7587.78,7601.26,27.6302257336
1574391600000,2019-11-22 03:00:00,BTCUSD,7620.61,7635.0,7587.78,7587.78,19.7407749531
1574388000000,2019-11-22 02:00:00,BTCUSD,7647.73,7659.58,7620.58,7620.61,47.4451534322
1574384400000,2019-11-22 01:00:00,BTCUSD,7622.5,7673.13,7615.0,7647.73,38.912851976
1574380800000,2019-11-22 00:00:00,BTCUSD,7615.0,7615.0,7615.0,7615.0,0.0
1574377200000,2019-11-21 23:00:00,BTCUSD,7611.49,7627.31,7594.73,7615.0,116.0948982062
1574373600000,2019-11-21 22:00:00,BTCUSD,7587.46,7621.18,7585.5,7611.49,36.5435047612
1574370000000,2019-11-21 21:00:00,BTCUSD,7582.14,7619.77,7576.17,7587.46,65.8985751675
1574366400000,2019-11-21 20:00:00,BTCUSD,7614.83,7642.74,7556.85,7582.14,58.427046789
1574362800000,2019-11-21 19:00:00,BTCUSD,7568.21,7616.93,7568.21,7614.83,67.562893115
1574359200000,2019-11-21 18:00:00,BTCUSD,7554.1,7590.04,7547.59,7568.21,81.0897059244
1574355600000,2019-11-21 17:00:00,BTCUSD,7594.69,7597.21,7533.0,7554.1,120.7606683534
1574352000000,2019-11-21 16:00:00,BTCUSD,7606.19,7635.5,7581.32,7594.69,91.0394889739
1574348400000,2019-11-21 15:00:00,BTCUSD,7776.66,7776.66,7387.54,7606.19,1049.207621547
1574344800000,2019-11-21 14:00:00,BTCUSD,7862.99,7870.28,7760.56,7776.66,77.9905826748
1574341200000,2019-11-21 13:00:00,BTCUSD,7880.21,7882.95,7862.98,7862.99,39.5197871785
1574337600000,2019-11-21 12:00:00,BTCUSD,7855.27,7886.75,7835.0,7880.21,31.1484257717
1574334000000,2019-11-21 11:00:00,BTCUSD,7908.48,7908.48,7845.0,7855.27,31.1124388562
1574330400000,2019-11-21 10:00:00,BTCUSD,7909.48,7919.02,7888.88,7908.48,3.9547036667
1574326800000,2019-11-21 09:00:00,BTCUSD,7912.82,7939.27,7897.59,7909.48,8.801583376
1574323200000,2019-11-21 08:00:00,BTCUSD,8067.35,8075.07,7870.15,7912.82,262.85983747
1574319600000,2019-11-21 07:00:00,BTCUSD,8072.87,8082.4,8060.01,8067.35,10.5587386533
1574316000000,2019-11-21 06:00:00,BTCUSD,8105.07,8106.04,8065.09,8072.87,8.6994516181
1574312400000,2019-11-21 05:00:00,BTCUSD,8095.28,8109.27,8093.49,8105.07,25.18973406
1574308800000,2019-11-21 04:00:00,BTCUSD,8106.03,8109.39,8091.54,8095.28,16.3151391511
1574305200000,2019-11-21 03:00:00,BTCUSD,8100.66,8114.82,8083.48,8106.03,39.485130815
1574301600000,2019-11-21 02:00:00,BTCUSD,8105.97,8114.68,8087.98,8100.66,12.5944789239
1574298000000,2019-11-21 01:00:00,BTCUSD,8079.0,8117.35,8079.0,8105.97,14.8068725428
1574294400000,2019-11-21 00:00:00,BTCUSD,8079.0,8079.0,8063.79,8079.0,13.4209706963
1574290800000,2019-11-20 23:00:00,BTCUSD,8076.33,8088.09,8063.29,8079.0,32.6069410416
1574287200000,2019-11-20 22:00:00,BTCUSD,8087.01,8110.91,8063.84,8076.33,43.5908161718
1574283600000,2019-11-20 21:00:00,BTCUSD,8084.54,8109.47,8065.0,8087.01,42.7496892533
1574280000000,2019-11-20 20:00:00,BTCUSD,8076.05,8092.59,8062.0,8084.54,23.4037597067
1574276400000,2019-11-20 19:00:00,BTCUSD,8088.95,8101.35,8063.79,8076.05,64.1796370512
1574272800000,2019-11-20 18:00:00,BTCUSD,8140.44,8218.0,8083.78,8088.95,96.826928975
1574269200000,2019-11-20 17:00:00,BTCUSD,8111.6,8140.48,8108.5,8140.44,86.4187265199
1574265600000,2019-11-20 16:00:00,BTCUSD,8114.16,8130.21,8107.87,8111.6,57.6303171364
1574262000000,2019-11-20 15:00:00,BTCUSD,8128.47,8141.17,8097.0,8114.16,54.3028348526
1574258400000,2019-11-20 14:00:00,BTCUSD,8070.0,8138.44,8070.0,8128.47,22.0172928326
1574254800000,2019-11-20 13:00:00,BTCUSD,8065.93,8079.18,8049.96,8070.0,58.13497719
1574251200000,2019-11-20 12:00:00,BTCUSD,8073.43,8096.83,8041.07,8065.93,103.1412121335
1574247600000,2019-11-20 11:00:00,BTCUSD,8049.21,8088.59,8041.89,8073.43,6.8629710118
1574244000000,2019-11-20 10:00:00,BTCUSD,8063.43,8072.26,8028.05,8049.21,24.9233049972
1574240400000,2019-11-20 09:00:00,BTCUSD,8084.96,8089.8,8054.99,8063.43,13.8493738538
1574236800000,2019-11-20 08:00:00,BTCUSD,8113.59,8121.31,8073.03,8084.96,6.158294466
1574233200000,2019-11-20 07:00:00,BTCUSD,8110.0,8130.82,8110.0,8113.59,3.1061753244
1574229600000,2019-11-20 06:00:00,BTCUSD,8103.2,8133.13,8100.0,8110.0,5.7767285345
1574226000000,2019-11-20 05:00:00,BTCUSD,8100.0,8110.87,8081.01,8103.2,13.7874588342
1574222400000,2019-11-20 04:00:00,BTCUSD,8141.03,8141.04,8100.0,8100.0,44.1313331526
1574218800000,2019-11-20 03:00:00,BTCUSD,8141.03,8141.03,8141.03,8141.03,0.0
1574211600000,2019-11-20 01:00:00,BTCUSD,8121.92,8140.43,8109.64,8123.65,41.1929647419
1574208000000,2019-11-20 00:00:00,BTCUSD,8120.8,8126.06,8088.34,8121.92,25.299001141
1574204400000,2019-11-19 23:00:00,BTCUSD,8126.46,8143.31,8110.27,8120.8,22.4380836952
1574200800000,2019-11-19 22:00:00,BTCUSD,8110.11,8143.58,8107.32,8126.46,23.9140933302
1574197200000,2019-11-19 21:00:00,BTCUSD,8102.47,8111.91,8085.89,8110.11,76.0358976185
1574193600000,2019-11-19 20:00:00,BTCUSD,8091.9,8105.01,8063.66,8102.47,34.1474611339
1574190000000,2019-11-19 19:00:00,BTCUSD,8079.97,8111.0,8079.9,8091.9,24.9130223415
1574186400000,2019-11-19 18:00:00,BTCUSD,8084.68,8109.07,8079.95,8079.97,114.8255963574
1574182800000,2019-11-19 17:00:00,BTCUSD,8076.58,8088.0,8045.12,8084.68,77.8942656457
1574179200000,2019-11-19 16:00:00,BTCUSD,8093.07,8142.85,8075.0,8076.58,31.9706036017
1574175600000,2019-11-19 15:00:00,BTCUSD,8083.53,8105.81,8068.07,8093.07,35.5484071232
1574172000000,2019-11-19 14:00:00,BTCUSD,8041.67,8105.75,8041.67,8083.53,49.8982115236
1574168400000,2019-11-19 13:00:00,BTCUSD,8020.94,8050.0,8011.0,8041.67,48.1076956578
1574164800000,2019-11-19 12:00:00,BTCUSD,8063.81,8095.37,8010.85,8020.94,15.9055765904
1574161200000,2019-11-19 11:00:00,BTCUSD,8086.43,8098.15,8000.0,8063.81,115.0851024878
1574157600000,2019-11-19 10:00:00,BTCUSD,8134.01,8141.65,8071.68,8086.43,36.3257261499
1574154000000,2019-11-19 09:00:00,BTCUSD,8150.03,8150.03,8119.57,8134.01,2.13084744
1574150400000,2019-11-19 08:00:00,BTCUSD,8108.73,8155.0,8108.73,8150.03,27.5356263308
1574146800000,2019-11-19 07:00:00,BTCUSD,8140.06,8141.21,8080.8,8108.73,10.0585806464
1574143200000,2019-11-19 06:00:00,BTCUSD,8129.46,8144.28,8114.0,8140.06,21.5640262615
1574139600000,2019-11-19 05:00:00,BTCUSD,8140.61,8155.8,8125.32,8129.46,11.184649528
1574136000000,2019-11-19 04:00:00,BTCUSD,8136.38,8150.0,8114.0,8140.61,23.3254766165
1574132400000,2019-11-19 03:00:00,BTCUSD,8185.08,8187.09,8131.5,8136.38,22.0888508844
1574128800000,2019-11-19 02:00:00,BTCUSD,8190.05,8193.31,8178.8,8185.08,17.8698602569
1574125200000,2019-11-19 01:00:00,BTCUSD,8171.1,8192.61,8168.86,8190.05,9.8296027125
1574121600000,2019-11-19 00:00:00,BTCUSD,8174.11,8198.73,8164.44,8171.1,21.4343301711
1574118000000,2019-11-18 23:00:00,BTCUSD,8205.42,8205.42,8174.11,8174.11,30.9186903793
1574114400000,2019-11-18 22:00:00,BTCUSD,8217.3,8223.06,8180.13,8205.42,31.4247973347
1574110800000,2019-11-18 21:00:00,BTCUSD,8194.46,8225.37,8184.63,8217.3,95.9285038072
1574107200000,2019-11-18 20:00:00,BTCUSD,8200.08,8200.1,8160.0,8194.46,42.6954464985
1574103600000,2019-11-18 19:00:00,BTCUSD,8185.82,8216.82,8167.69,8200.08,48.2217282807
1574100000000,2019-11-18 18:00:00,BTCUSD,8321.9,8328.09,8033.48,8185.82,313.7127877876
1574096400000,2019-11-18 17:00:00,BTCUSD,8402.73,8405.99,8286.39,8321.9,189.473872728
1574092800000,2019-11-18 16:00:00,BTCUSD,8394.16,8416.39,8394.15,8402.73,24.397266313
1574089200000,2019-11-18 15:00:00,BTCUSD,8426.64,8430.58,8385.96,8394.16,53.5274953078
1574085600000,2019-11-18 14:00:00,BTCUSD,8439.48,8452.42,8424.58,8426.64,43.9168040796
1574082000000,2019-11-18 13:00:00,BTCUSD,8405.86,8445.64,8391.29,8439.48,26.4244498752
1574078400000,2019-11-18 12:00:00,BTCUSD,8425.07,8425.08,8354.92,8405.86,31.4139581709
1574074800000,2019-11-18 11:00:00,BTCUSD,8443.82,8447.62,8416.78,8425.07,47.25503085
1574071200000,2019-11-18 10:00:00,BTCUSD,8467.03,8467.03,8438.15,8443.82,15.5451074325
1574067600000,2019-11-18 09:00:00,BTCUSD,8464.9,8467.15,8448.62,8467.03,13.32680503
1574064000000,2019-11-18 08:00:00,BTCUSD,8440.91,8490.23,8429.55,8464.9,18.4573242487
1574060400000,2019-11-18 07:00:00,BTCUSD,8437.39,8455.38,8416.78,8440.91,18.5165035389
1574056800000,2019-11-18 06:00:00,BTCUSD,8473.69,8485.0,8430.93,8437.39,11.4503370051
1574053200000,2019-11-18 05:00:00,BTCUSD,8474.28,8475.0,8466.38,8473.69,5.72110123
1574049600000,2019-11-18 04:00:00,BTCUSD,8477.41,8482.0,8462.94,8474.28,13.1744500438
1574046000000,2019-11-18 03:00:00,BTCUSD,8441.72,8479.83,8429.97,8477.41,15.1302261501
1574042400000,2019-11-18 02:00:00,BTCUSD,8480.05,8480.43,8416.78,8441.72,46.2704639246
1574038800000,2019-11-18 01:00:00,BTCUSD,8493.05,8496.33,8480.01,8480.05,15.8123729949
1574035200000,2019-11-18 00:00:00,BTCUSD,8500.0,8500.0,8464.08,8493.05,9.3757578024
1574031600000,2019-11-17 23:00:00,BTCUSD,8543.05,8546.34,8485.65,8500.0,9.4329992012
1574028000000,2019-11-17 22:00:00,BTCUSD,8550.63,8554.92,8525.59,8543.05,20.5113282563
1574024400000,2019-11-17 21:00:00,BTCUSD,8529.91,8563.23,8524.9,8550.63,3.9281444677
1574020800000,2019-11-17 20:00:00,BTCUSD,8553.8,8627.79,8518.88,8529.91,67.959369148
1574017200000,2019-11-17 19:00:00,BTCUSD,8540.74,8559.76,8535.95,8553.8,6.4190364413
1574013600000,2019-11-17 18:00:00,BTCUSD,8547.49,8550.39,8530.95,8540.74,4.9186644095
1574010000000,2019-11-17 17:00:00,BTCUSD,8538.93,8555.56,8538.93,8547.49,29.8426724171
1574006400000,2019-11-17 16:00:00,BTCUSD,8530.02,8546.7,8530.02,8538.93,13.66725083
1574002800000,2019-11-17 15:00:00,BTCUSD,8517.85,8544.93,8517.85,8530.02,1.9462898789
1573999200000,2019-11-17 14:00:00,BTCUSD,8528.98,8533.43,8504.37,8517.85,12.1106549097
1573995600000,2019-11-17 13:00:00,BTCUSD,8567.89,8567.89,8524.53,8528.98,10.45606255
1573992000000,2019-11-17 12:00:00,BTCUSD,8529.28,8577.0,8529.28,8567.89,5.3567270351
1573988400000,2019-11-17 11:00:00,BTCUSD,8526.0,8544.67,8518.14,8529.28,16.8989373918
1573984800000,2019-11-17 10:00:00,BTCUSD,8535.61,8546.01,8520.26,8526.0,13.7471545989
1573981200000,2019-11-17 09:00:00,BTCUSD,8551.07,8575.05,8510.49,8535.61,27.1356064574
1573977600000,2019-11-17 08:00:00,BTCUSD,8420.27,8551.07,8382.61,8551.07,76.1904835304
1573974000000,2019-11-17 07:00:00,BTCUSD,8477.0,8477.23,8407.79,8420.27,6.55997623
1573970400000,2019-11-17 06:00:00,BTCUSD,8487.15,8487.15,8470.87,8477.0,2.7104816634
1573966800000,2019-11-17 05:00:00,BTCUSD,8471.62,8488.18,8471.61,8487.15,1.7489254707
1573963200000,2019-11-17 04:00:00,BTCUSD,8474.64,8477.65,8459.79,8471.62,0.888481087
1573959600000,2019-11-17 03:00:00,BTCUSD,8483.37,8483.37,8467.8,8474.64,1.130606826
1573956000000,2019-11-17 02:00:00,BTCUSD,8481.16,8491.16,8478.78,8483.37,3.856731491
1573952400000,2019-11-17 01:00:00,BTCUSD,8494.02,8511.99,8476.56,8481.16,1.8225516583
